name;rank;year;company;country;worth
Eggon da Silva;1284;2014;WEG;BRA;1,3
Elie Horn;1284;2014;Cyrela Brazil Realty;BRA;1,3
Fawzi Al-Kharafi;1284;2014;Kharafi Group;KWT;1,3
Frank Fertitta, III.;1284;2014;Station Casinos;USA;1,3
Frank Stronach;1284;2014;Manga International;CAN;1,3
George Joseph;1284;2014;Mercury General;USA;1,3
Gernot Langes-Swarovski;1284;2014;Swarovski;AUT;1,3
Henry Nicholas, III.;1284;2014;Broadcom Corporation;USA;1,3
Jacques Saade;1284;2014;CMA CGM;FRA;1,3
James Leininger;1284;2014;Kinetic Concepts (KCI);USA;1,3
Jassim Al-Kharafi;1284;2014;Kharafi Group;KWT;1,3
Jiang Zhaobai;1284;2014;Shanghai Pengxin Group;CHN;1,3
Jorge Moll Filho;1284;2014;Rede D'Or;BRA;1,3
Jose Isaac Peres;1284;2014;Multiplan;BRA;1,3
Kenny Troutt;1284;2014;Excel Communications;USA;1,3
Koos Bekker;1284;2014;Naspers;ZAF;1,3
Lee Boo-Jin;1284;2014;Samsung;KOR;1,3
Lee Man Tat;1284;2014;Lee Kum Kee;HKG;1,3
Lev Leviev;1284;2014;Africa-Israel;ISR;1,3
Lilian Werninghaus;1284;2014;WEG;BRA;1,3
Lily Safra;1284;2014;Banco Safra (now Saftra Group);MCO;1,3
Lorenzo Fertitta;1284;2014;Station Casinos;USA;1,3
Low Tuck Kwong;1284;2014;Bayan Resources;IDN;1,3
Michael Price;1284;2014;MFP Investors;USA;1,3
Mohannad Al-Kharafi;1284;2014;Kharafi Group;KWT;1,3
Mubariz Gurbanoglu;1284;2014;Palmali Group;TUR;1,3
Mustafa Latif Topbas;1284;2014;BIM;TUR;1,3
Ni Zhaoxing;1284;2014;Zhongrong Group;CHN;1,3
Nicholas Woodman;1284;2014;GoPro;USA;1,3
Perenna Kei;1284;2014;Logan Property Holdings;HKG;1,3
Peter Sperling;1284;2014;Apollo Group;USA;1,3
Petro Poroshenko;1284;2014;Roshen Gropu;UKR;1,3
Reinold Geiger;1284;2014;L'Occitane;AUT;1,3
Rufino Vigil Gonzalez;1284;2014;Industrias CH;MEX;1,3
Samih Sawiris;1284;2014;Orascom;EGY;1,3
Shaul Shani;1284;2014;ECI Telecom;ISR;1,3
Sidney Kimmel;1284;2014;Jones Apparel Group;USA;1,3
Stephen Saad;1284;2014;Aspen Pharmacare;ZAF;1,3
Sun Pingfan;1284;2014;Ningbo Cixing;CHN;1,3
Surin Upatkoon;1284;2014;InTouch;THA;1,3
Thomas Sandell;1284;2014;Sandell Asset Management Corp;SWE;1,3
Vadim Moshkovich;1284;2014;Rusagro;RUS;1,3
Vladimir Gruzdev;1284;2014;The Seventh Continent;RUS;1,3
Walter Frey;1284;2014;Emil Frey Group;CHE;1,3
Wang Wenjing;1284;2014;Yonyou Software;CHN;1,3
Werner Voigt;1284;2014;WEG;BRA;1,3
Zelimkhan Mutsoev;1284;2014;Regions Group;RUS;1,3
Kim Jung-Ju;1355;2014;Nexon;KOR;1,3
Allan Slaight;1356;2014;Slaight Communications;CAN;1,3
Anas Sefrioui;1356;2014;Douja Promotion Groupe Addoha;MAR;1,3
Ashwin Dani;1356;2014;Asian Paints;IND;1,3
Bassam Alghanim;1356;2014;Alghanim Industries;KWT;1,3
Chen Lip Keong;1356;2014;NagaCorp;MYS;1,3
Chung Yong-Jin;1356;2014;Shinsegae Group;KOR;1,3
Daniel Harrison, III.;1356;2014;Shell Oil;USA;1,3
David Harding;1356;2014;Winton Capital Management;GBR;1,3
Huang Yi;1356;2014;Zhongsheng Group;HKG;1,3
Hubert d'Ornano;1356;2014;Sisley Cosmetics;FRA;1,3
Konstantin Grigorishin;1356;2014;Energy Standard Group;RUS;1,3
Kutayba Alghanim;1356;2014;Alghanim Industries;KWT;1,3
Seth Klarman;1356;2014;Baupost Group;USA;1,3
Soichiro Fukutake;1356;2014;Benesse Corporation;JPN;1,3
Wei Shaojun;1356;2014;Longjitaihe;CHN;1,3
Yusaku Maezawa;1356;2014;Zozotown;JPN;1,3
Abdulsamad Rabiu;1372;2014;BUA Group;NGA;1,2
Ahmet Nazif Zorlu;1372;2014;Zorlu Holding;TUR;1,2
Alberto Bombassei;1372;2014;Brembo SpA;ITA;1,2
Alberto Roemmers;1372;2014;Laboratorios Roemmers;ARG;1,2
Alexander Putilov;1372;2014;Eurasia Drilling Company;RUS;1,2
Andrei Filatov;1372;2014;N-Trans;RUS;1,2
Asok Kumar Hiranandani;1372;2014;Royal Group Holdings;SGP;1,2
Ayman Hariri;1372;2014;Saudi Oger;LBN;1,2
Benedicta Chamberlain;1372;2014;William Grant and Sons;GBR;1,2
Brian Roberts;1372;2014;Comcast;USA;1,2
Carol Jenkins Barnett;1372;2014;Publix Super Markets;USA;1,2
Cho Tak Wong;1372;2014;Fuyao Glass Industry Group;HKG;1,2
Cho Yang-Rai;1372;2014;Hankook Tire;KOR;1,2
Claude Dauphin;1372;2014;Trafigura Beheer BV;FRA;1,2
Dan Snyder;1372;2014;Snyder Communications;USA;1,2
David Yakobashvili;1372;2014;Wimm-Bill-Dann;RUS;1,2
Denise York;1372;2014;The DeBartolo Corporation;USA;1,2
Donald Hall;1372;2014;Hallmark Cards;USA;1,2
Dorothea Steinbruch;1372;2014;Vicuna Group;BRA;1,2
Douglas Hsu;1372;2014;Far Eastern Group;Taiwan;1,2
Drew Houston;1372;2014;Dropbox;USA;1,2
Edwin Soeryadjaya;1372;2014;Astra International;IDN;1,2
Fahd Hariri;1372;2014;Saudi Oger;LBN;1,2
Gabe Newell;1372;2014;Valve Corporation;USA;1,2
Gerry Harvey;1372;2014;Harvey Norman;AUS;1,2
Gilles Martin;1372;2014;Eurofins Scientific;FRA;1,2
Guilherme Peirao Leal;1372;2014;Natura Cosmeticos;BRA;1,2
Hary Tanoesoedibjo;1372;2014;MNC Group;IDN;1,2
Huang Wen Tsai;1372;2014;Star River Goup;CHN;1,2
Ioan Niculae;1372;2014;InterAgro;ROU;1,2
Jacky Xu;1372;2014;Trendy Internation Group;KNA;1,2
Jacques Merceron-Vicat;1372;2014;Vicat;FRA;1,2
James Ratcliffe;1372;2014;Ineos;GBR;1,2
Jeff Rothschild;1372;2014;Facebook;USA;1,2
Koh Wee Meng;1372;2014;Fragrance Group;SGP;1,2
Konstantin Nikolaev;1372;2014;N-Trans;RUS;1,2
Kostyantin Zhevago;1372;2014;Ferrexpo;UKR;1,2
Lang Walker;1372;2014;The Walker Group;AUS;1,2
Len Buckeridge;1372;2014;Buckeridge Group of Companies;AUS;1,2
Leonid Simanovsky;1372;2014;Novatek;RUS;1,2
Li Li;1372;2014;Shenzhen Hepalink Pharmaceutical;CHN;1,2
Lia Maria Aguiar;1372;2014;Bradesco;BRA;1,2
Liu Xuejing;1372;2014;GMK Holding;CHN;1,2
Maria Ines de Lafuente Lacroze;1372;2014;Loma Negra;ARG;1,2
Mark Dixon;1372;2014;Regus;GBR;1,2
Michael Krasny;1372;2014;CDW Corporation;USA;1,2
Mofatraj Munot;1372;2014;Kalpataru Group;IND;1,2
Mohammed Al Barwani;1372;2014;MB Holding;OMN;1,2
Mokhzani Mahathir;1372;2014;SapuraKencana;MYS;1,2
Mori Arkin;1372;2014;Agis Industries;ISR;1,2
Nan Cunhui;1372;2014;Chint Group;CHN;1,2
Nikita Mishin;1372;2014;N-Trans;RUS;1,2
Nikolai Maximov;1372;2014;Maxi Group;RUS;1,2
Nirav Modi;1372;2014;Firestar International;IND;1,2
Rakesh Jhunjhunwala;1372;2014;Lupin;IND;1,2
Ron Sim;1372;2014;OSIM International;SGP;1,2
Ronald Joyce;1372;2014;Tim Hortons;CAN;1,2
Rubens Menin Teixeira de Souza;1372;2014;MRV Engenharia;BRA;1,2
Steve Case;1372;2014;AOL;USA;1,2
Suat Gunsel;1372;2014;Near East University;CYP;1,2
Tian Ming;1372;2014;Hefei Meiya Optoelectronic Technology;CHN;1,2
Tu Jianhua;1372;2014;Lancing Motor;CHN;1,2
Vincent McMahon;1372;2014;World Wrestling Entertainment (WWE);USA;1,2
William Macaulay;1372;2014;First Reserve Corporation;USA;1,2
Wong Man Li;1372;2014;Man Wah Holdings;HKG;1,2
Xiu Li Hawken;1372;2014;Renhe Commercial Holdings;GBR;1,2
Yu Minhong;1372;2014;New Oriental Education and Technology Group;CHN;1,2
Zhang Zhongneng;1372;2014;Guangdong Dongyangguang Aluminum;CHN;1,2
Zhong Sheng Jian;1372;2014;Yanlord Land Group;SGP;1,2
Ziyaudin Magomedov;1372;2014;Summa Group;RUS;1,2
Alexei Bogachev;1442;2014;Magnit;RUS;1,2
Alexei Semin;1442;2014;Obrazovanie;RUS;1,2
Alfredo Egydio Arruda Villela Filho;1442;2014;Itausa Investimentos Itau SA;BRA;1,2
Andrei Kuzyaev;1442;2014;Perm Financial Industrial Group (PFIG);RUS;1,2
Brij Bhushan Singal;1442;2014;Bhushan Steel;IND;1,2
Daisy Igel;1442;2014;Ultrapar;BRA;1,2
Danny Tan Chee Sing;1442;2014;Dijaya;MYS;1,2
Eduardo Hochschild;1442;2014;Hochschild Mining;PER;1,2
Fernando Roig;1442;2014;Mercadona;ESP;1,2
Jacob Stolt-Nielsen;1442;2014;Parcel Trade;NOR;1,2
Jane Lauder;1442;2014;Est?Lauder;USA;1,2
John Edson;1442;2014;Baylinter Marine Corp;USA;1,2
Lee Hae-Jin;1442;2014;Naver;KOR;1,2
Lee Seo-Hyun;1442;2014;Samsung;KOR;1,2
Liu Zhenguo;1442;2014;Beijing Originwater Technology;CHN;1,2
Ma Xingtian;1442;2014;Kangmei Pharmaceutical;CHN;1,2
Max Turnauer;1442;2014;Constantia;AUT;1,2
Megdet Rahimkulov;1442;2014;Gazprom;RUS;1,2
Miao Shouliang;1442;2014;Fuyuan Group;CHN;1,2
Mitchell Jacobson;1442;2014;MSC Direct;USA;1,2
Qi Xiangdong;1442;2014;Qihoo;CHN;1,2
Thongma Vijitpongpun;1442;2014;Pruksa Real Estate;THA;1,2
Ye Cheng;1442;2014;Shandong Landbridge Group;CHN;1,2
Aerin Lauder Zinterhofer;1465;2014;Est?Lauder;USA;1,1
Ahmet Calik;1465;2014;Calik Holding;TUR;1,1
Airat Shaimiev;1465;2014;TAIF Group;RUS;1,1
Albert Shigaboutdinov;1465;2014;TAIF Group;RUS;1,1
Albert Yeung;1465;2014;Emperor Group;HKG;1,1
Alexander Rovt;1465;2014;IBE Trade;USA;1,1
Alexander Spanos;1465;2014;A. G. Spanos Companies;USA;1,1
Alfred Mann;1465;2014;Spectrolab;USA;1,1
Aloke Lohia;1465;2014;Indorama Ventures;THA;1,1
Ana Lucia de Mattos Barretto Villela;1465;2014;Itausa Investimentos Itau SA;BRA;1,1
Anatoly Sedykh;1465;2014;United Metallurigcal Company;RUS;1,1
Andrei Rappoport;1465;2014;RAO UES;RUS;1,1
Aydin Dogan;1465;2014;Dogan Holding;TUR;1,1
Binod Chaudhary;1465;2014;Chaudhary Group;NPL;1,1
Charles Brandes;1465;2014;Brades Investment Partners;USA;1,1
Charles Munger;1465;2014;Berkshire Hathaway;USA;1,1
Choo Chong Ngen;1465;2014;Hotel 81;SGP;1,1
Daniel Hirschfeld;1465;2014;Buckle;USA;1,1
Darwin Deason;1465;2014;Affiliated Computer Services;USA;1,1
Edir Macedo;1465;2014;Rede Record;BRA;1,1
Evgeny (Eugene) Shvidler;1465;2014;Runicom S.A;USA;1,1
Fang Wei;1465;2014;Fangda International Industrial Investment?;CHN;1,1
Goh Peng Ooi;1465;2014;Silverlake Axis;MYS;1,1
Gordon Wu;1465;2014;Hopewell Holdings;HKG;1,1
Hajime Satomi;1465;2014;Sammy Corporation;JPN;1,1
Harjo Sutanto;1465;2014;Wings Group;IDN;1,1
Henry Engelhardt;1465;2014;Admiral Group;USA;1,1
Hu Kaijun;1465;2014;China Grand Pharmaceutical;CHN;1,1
Huang Zhenda;1465;2014;Guangdong Liantai Group;CHN;1,1
Ilkka Herlin;1465;2014;Kone Corporation;FIN;1,1
Ilona Herlin;1465;2014;Kone Corporation;FIN;1,1
Isaac Larian;1465;2014;MGA Entertainment;USA;1,1
Jean Burelle;1465;2014;Plastic Omnium;FRA;1,1
Jiang Wei;1465;2014;Guizhou Bailing Group Pharmaceutical;CHN;1,1
Jon Huntsman;1465;2014;Huntsman chemical;USA;1,1
Jose Maria Aristrain;1465;2014;Arcelor;ESP;1,1
Jose Mendes Nogueira;1465;2014;J Mendes;BRA;1,1
Joseph Grendys;1465;2014;Koch Foods;USA;1,1
Juan Fernando Belmont Anderson;1465;2014;Yanbal Internacional;PER;1,1
Ke Xiping;1465;2014;Xiamen Hengxing group;CHN;1,1
Koo Bon-Neung;1465;2014;LG Group;KOR;1,1
Lachhman Das Mittal;1465;2014;Sonalika Group;IND;1,1
Laurent Burelle;1465;2014;Plastic Omnium;FRA;1,1
Liu Zhenfeng;1465;2014;Yantai Jereh Oilfield Services Group;CHN;1,1
Luo Fei;1465;2014;Biostime International Holdings;CHN;1,1
Marcel Adams;1465;2014;Iberville Developments;CAN;1,1
Mark Pincus;1465;2014;Zynga;USA;1,1
Michael Steinhardt;1465;2014;Steinhardt, Fine, Berkowitz & Co;USA;1,1
Miriam Blocher;1465;2014;EMS-Chemie;CHE;1,1
Mohammed Ibrahim;1465;2014;Celtel;GBR;1,1
Niklas Herlin;1465;2014;Kone Corporation;FIN;1,1
Nikolai Sarkisov;1465;2014;RESO-Garantiya;RUS;1,1
Nobutada Saji;1465;2014;Suntory;JPN;1,1
Park Hyeon-Joo;1465;2014;Mirae Asset;KOR;1,1
PNC Menon;1465;2014;Sobha Developers;OMN;1,1
Que Wenbin;1465;2014;Duyiwei Biological Pharmaceutical;CHN;1,1
Radik Shaimiev;1465;2014;TAIF Group;RUS;1,1
Ray Irani;1465;2014;Occidental Petroleum;USA;1,1
Robert Citrone;1465;2014;Discovery Capital Management;USA;1,1
Robert Ell;1465;2014;Leda Holdings;AUS;1,1
Robert Piccinini;1465;2014;Save Mart;USA;1,1
Rustem Sulteev;1465;2014;RESO-Garantiya;RUS;1,1
Sergei Kislov;1465;2014;Yug Rusi;RUS;1,1
Sergei Sarkisov;1465;2014;RESO-Garantiya;RUS;1,1
Shen Wenrong;1465;2014;Shagang Group;CHN;1,1
Solomon Lew;1465;2014;Premier Investments;AUS;1,1
Stewart Horejsi;1465;2014;Berkshire Hathaway;USA;1,1
Sudhir Ruparelia;1465;2014;Ruparelia Group;UGA;1,1
Thomas Straumann;1465;2014;Straumann Group;CHE;1,1
Timothy Boyle;1465;2014;Columbia Sportswear;USA;1,1
Vito Rodriguez Rodriguez;1465;2014;Jose Rodriguez Banda;PER;1,1
Yan Zhi;1465;2014;Zall Development of Wuhan;CHN;1,1
Yusuf Hamied;1465;2014;Cipla;IND;1,1
Zhang Guiping;1465;2014;Suning Universal;CHN;1,1
Alan Rydge;1540;2014;AHL;AUS;1,1
Chen Miaolin;1540;2014;New Century Group;CHN;1,1
Chen Zemin;1540;2014;Sanquan Food;CHN;1,1
Cheung Yan;1540;2014;Nine Dragons Paper;CHN;1,1
Christopher Hohn;1540;2014;Children's Investment Fund;GBR;1,1
Deniz Sahenk;1540;2014;Dogus Holding;TUR;1,1
Douglas Perkins;1540;2014;Specsavers;USA;1,1
Giancarlo Franceso Civita;1540;2014;Grupo Abril;BRA;1,1
Hubert Palfinger;1540;2014;Palfinger AG;AUT;1,1
Jose Ermirio de Moraes Neto;1540;2014;Votorantim Group;BRA;1,1
Jose Roberto Ermirio de Moraes;1540;2014;Votorantim Group;BRA;1,1
K Dinesh;1540;2014;Infosys;IND;1,1
K. Rai Sahi;1540;2014;Morgaurd;CAN;1,1
Kim Taek-Jin;1540;2014;NCSOFT;KOR;1,1
Liu Gexin;1540;2014;Sichuan Kelun Pharmaceutical;CHN;1,1
Liu Ming Chung;1540;2014;Nine Dragons Paper;BRA;1,1
Mary Perkins;1540;2014;Specsavers;USA;1,1
Neide Helena de Moraes;1540;2014;Votorantim Group;BRA;1,1
Roberta Anamaria Civita;1540;2014;Grupo Abril;BRA;1,1
Ryoichi Jinnai;1540;2014;Promise Consumer Finance;JPN;1,1
Sheryl Sandberg;1540;2014;Facebook;USA;1,1
Sun Hongbin;1540;2014;Sunac China Holdings;USA;1,1
Victor Civita Neto;1540;2014;Grupo Abril;BRA;1,1
Vikram Lal;1540;2014;Eicher Motors;IND;1,1
Wang Laichun;1540;2014;Luxshare Precision Industry;CHN;1,1
Wang Laisheng;1540;2014;Luxshare Precision Industry;CHN;1,1
Yao Wenbin;1540;2014;Ourpalm;CHN;1,1
Zadik Bino;1540;2014;Paz oil company;ISR;1,1
Alberto Alcocer;1565;2014;Construcciones y Contratas;ESP;1
Alexander Vik;1565;2014;Scandinavia Fund;NOR;1
An Kang;1565;2014;Hualan Biological Engineering;CHN;1
Andrea Reimann-Ciardelli;1565;2014;Benckiser;USA;1
Andrew Gotianun;1565;2014;Filinvest Development Corporation;PHL;1
Angela Bennett;1565;2014;Wright Prospecting;AUS;1
Anne Beaufour;1565;2014;Ipsen;FRA;1
B.R. Shetty;1565;2014;New Medical Centre;IND;1
Bent Jensen;1565;2014;Linak;DEN;1
Boris Mints;1565;2014;O1 Properties;RUS;1
Brian Higgins;1565;2014;King Street Capital Management;USA;1
C. James Koch;1565;2014;Boston Beer Company;USA;1
Carlos Martins;1565;2014;Wizard language Schools;BRA;1
Chang Pyung-Soon;1565;2014;Kyowon Co;KOR;1
Christopher Burch;1565;2014;Tory Burch LLC;USA;1
Dariusz Milek;1565;2014;Milek (now CCC);POL;1
Ding Shijia;1565;2014;Anta Sports;CHN;1
Ding Shizhong;1565;2014;China SCE Property Holdings Limited;CHN;1
Dmitry Korzhev;1565;2014;Mega-Auto;RUS;1
Dmitry Troitsky;1565;2014;Mega-Auto;RUS;1
Elena Baturina;1565;2014;Inteco;RUS;1
Enrique Banuelos;1565;2014;ASTROC;ESP;1
Feng Hailiang;1565;2014;Hailiang Group;CHN;1
Fred Chang;1565;2014;Newegg.com;USA;1
Fu Kwan;1565;2014;Macrolink Group;CHN;1
Graham Kirkham;1565;2014;DFS;GBR;1
Harindarpal Banga;1565;2014;Noble Group;IND;1
Henri Beaufour;1565;2014;Ipsen;FRA;1
Horst Julius Pudwill;1565;2014;Techtronic Industries;DEU;1
Huo Qinghua;1565;2014;China Kingho;CHN;1
Ina Chan;1565;2014;Sociedade de Turismo e Divers?es de Macau;HKG;1
Jeanine Dick;1565;2014;Virbac;FRA;1
Jim Thompson;1565;2014;Crown Worldwide Group;USA;1
Jitendra Virwani;1565;2014;Embassy Property Developments;IND;1
John Morgridge;1565;2014;Cisco Systems;USA;1
John Van Lieshout;1565;2014;;AUS;1
Jorge Rodriguez Rodriguez;1565;2014;Jose Rodriguez Banda;PER;1
Kenneth Tuchman;1565;2014;TeleTech;USA;1
Lam Fong Ngo;1565;2014;Macau Legend;MAC;1
Leon Charney;1565;2014;One Times Square;USA;1
Leonard Schleifer;1565;2014;Regeneron Pharmaceuicals;USA;1
Li Denghai;1565;2014;Shandong Denghai Seeds;CHN;1
Li Shuirong;1565;2014;Rongsheng Petrochemical;CHN;1
Lim Hariyanto Wijaya Sarwono;1565;2014;Bumitama Agri;IDN;1
Lin Ming-Hsiung;1565;2014;Pxmart;Taiwan;1
Liu Xiaomeng;1565;2014;Suning Group;CHN;1
Michael Kors;1565;2014;Michael Kors;USA;1
Michael Lynch;1565;2014;Autonomy Corporation;GBR;1
Mikhail Abyzov;1565;2014;E4 Group;RUS;1
Monika Schoeller;1565;2014;Verlagsgruppe Holtzbrinck;DEU;1
Morris Kahn;1565;2014;Amdocs;ISR;1
Murat Vargi;1565;2014;Turkcell;TUR;1
Nerijus Numavicius;1565;2014;VP Group;LTU;1
O. Francis Biondi;1565;2014;King Street Capital Management;USA;1
Pavel Tykac;1565;2014;Motoinvest;CZE;1
Philip Falcone;1565;2014;Harbinger Capital;USA;1
Richard Chang;1565;2014;Advanced Semiconductor Engineering;Taiwan;1
Robert Ingham;1565;2014;Inghams Enterprises;AUS;1
Rostam Azizi;1565;2014;Vodacom Tanzania;TZA;1
Ryan Kavanaugh;1565;2014;Relativity Media;USA;1
Sara Blakely;1565;2014;Spanx;USA;1
Seo Jung-Jin;1565;2014;Celltrion;KOR;1
Sergei Petrov;1565;2014;Rolf Group;RUS;1
Sergei Tsikalyuk;1565;2014;Military Insurance Company (VSK);RUS;1
Serhiy Tihipko;1565;2014;PrivatBank;UKR;1
Shoji Uehara;1565;2014;Taisho Pharmaceutical;JPN;1
Stefan von Holtzbrinck;1565;2014;Verlagsgruppe Holtzbrinck;DEU;1
T.S. Kalyanaraman;1565;2014;Kalyan Jewellers;IND;1
Thomas Bailey;1565;2014;Janus Capital Group;USA;1
Thomas Kaplan;1565;2014;Apex Silver Mines;USA;1
Tory Burch;1565;2014;Tory Burch LLC;USA;1
Vivek Chaand Sehgal;1565;2014;Samvardhana Motherson Group;AUS;1
Wang Jianfeng;1565;2014;Ningo Joyson Electric;CHN;1
Wang Muqing;1565;2014;China ZhengTong Auto Services;CHN;1
Wang Yong;1565;2014;Xiwang Group;CHN;1
William Moncrief, Jr.;1565;2014;Moncrief Oil;USA;1
Wu Chung-Yi;1565;2014;Tingyi;Taiwan;1
Wu Xiong;1565;2014;Biostime International Holdings;CHN;1
Yang Keng;1565;2014;Blue Ray Corp;CHN;1
Zdenek Bakala;1565;2014;Patria Finance;CZE;1
Zhu Wenchen;1565;2014;Furen Pharmaceutical Group;CHN;1
